title,text,id,datatype,startdate,enddate,geometry.type,latitude,longitude
Myotis emarginatus,<a href="https://www.gbif.org/species/2432470" target="_blank">Voir sur GBIF</a>,716a8a1e-bbbe-4766-a786-30bfeb65ba66,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus hipposideros,<a href="https://www.gbif.org/species/10991082" target="_blank">Voir sur GBIF</a>,b58fa10b-02c3-4b50-b78e-363ec7bc76fa,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Myotis daubentonii,<a href="https://www.gbif.org/species/2432439" target="_blank">Voir sur GBIF</a>,0d3eb532-a3cb-415e-a3ad-0b3576b9a089,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Miniopterus schreibersii,<a href="https://www.gbif.org/species/2432509" target="_blank">Voir sur GBIF</a>,48450a2e-678e-4dba-8a26-daff0f8b70de,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus ferrumequinum,<a href="https://www.gbif.org/species/2432655" target="_blank">Voir sur GBIF</a>,a9292bc6-576e-47e3-8078-899dec378fd8,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Myotis daubentonii,<a href="https://www.gbif.org/species/2432439" target="_blank">Voir sur GBIF</a>,9b7374fb-ab0e-45c7-834d-32677a32c27c,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Myotis daubentonii,<a href="https://www.gbif.org/species/2432439" target="_blank">Voir sur GBIF</a>,16e6f22f-890e-4d5b-958d-3c44817d0fbd,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Myotis emarginatus,<a href="https://www.gbif.org/species/2432470" target="_blank">Voir sur GBIF</a>,f9cb1240-ef25-4679-a5c8-71e18e5a3638,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Myotis daubentonii,<a href="https://www.gbif.org/species/2432439" target="_blank">Voir sur GBIF</a>,d410d22a-bc5a-4a46-bd2d-bf2c5977f7fd,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Myotis emarginatus,<a href="https://www.gbif.org/species/2432470" target="_blank">Voir sur GBIF</a>,ab28b659-9629-4590-b89a-217fbe12601e,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus hipposideros,<a href="https://www.gbif.org/species/10991082" target="_blank">Voir sur GBIF</a>,93922973-d435-4208-81c2-d063710a3360,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus ferrumequinum,<a href="https://www.gbif.org/species/2432655" target="_blank">Voir sur GBIF</a>,1ed6dd70-8f42-4da3-8219-51412499251c,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Myotis daubentonii,<a href="https://www.gbif.org/species/2432439" target="_blank">Voir sur GBIF</a>,a4c8d0a7-ccdf-4d0b-8e55-bfdafdf0998f,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus ferrumequinum,<a href="https://www.gbif.org/species/2432655" target="_blank">Voir sur GBIF</a>,11696eb2-4644-4a69-b4ef-53c2ac5cc0ff,gbif,2013-12-14T00:00:00.000Z,2013-12-14T00:00:00.000Z,Point,44.69358,-0.34568
Grus grus,<a href="https://www.gbif.org/species/2474950" target="_blank">Voir sur GBIF</a>,a55c133d-f6e3-4af0-b1a0-daa721c68e95,gbif,2013-11-13T00:00:00.000Z,2013-11-13T00:00:00.000Z,Point,44.69358,-0.34568
Grus grus,<a href="https://www.gbif.org/species/2474950" target="_blank">Voir sur GBIF</a>,7d8f30d3-22a8-419d-8f1b-68f207e7c72f,gbif,2013-11-13T00:00:00.000Z,2013-11-13T00:00:00.000Z,Point,44.69357,-0.34573
Cygnus olor,<a href="https://www.gbif.org/species/2498343" target="_blank">Voir sur GBIF</a>,9a7387f4-4df9-4320-a869-0476547ee4b5,gbif,2013-10-20T00:00:00.000Z,2013-10-20T00:00:00.000Z,Point,44.69358,-0.34568
Cygnus olor,<a href="https://www.gbif.org/species/2498343" target="_blank">Voir sur GBIF</a>,e12f3811-b5a7-4ce1-a51a-b04329bc77a3,gbif,2013-10-20T00:00:00.000Z,2013-10-20T00:00:00.000Z,Point,44.69357,-0.34573
Anas platyrhynchos,<a href="https://www.gbif.org/species/9761484" target="_blank">Voir sur GBIF</a>,36c051bd-93c8-453c-be90-293393d93e2b,gbif,2013-10-20T00:00:00.000Z,2013-10-20T00:00:00.000Z,Point,44.69358,-0.34568
Anas platyrhynchos,<a href="https://www.gbif.org/species/9761484" target="_blank">Voir sur GBIF</a>,1b80f160-9e22-4f66-809c-e04479703e02,gbif,2013-10-20T00:00:00.000Z,2013-10-20T00:00:00.000Z,Point,44.69357,-0.34573
Lullula arborea,<a href="https://www.gbif.org/species/2490604" target="_blank">Voir sur GBIF</a>,46128de5-8109-4d1a-9822-cb3f9478abda,gbif,2013-09-26T00:00:00.000Z,2013-09-26T00:00:00.000Z,Point,44.69358,-0.34568
Lullula arborea,<a href="https://www.gbif.org/species/2490604" target="_blank">Voir sur GBIF</a>,b897d2c9-aee6-4a50-a0ba-aa1dd471359b,gbif,2013-09-26T00:00:00.000Z,2013-09-26T00:00:00.000Z,Point,44.69357,-0.34573
Pararge aegeria,<a href="https://www.gbif.org/species/8049830" target="_blank">Voir sur GBIF</a>,5efc18ec-730c-483f-8bab-19566873a8a5,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.72399,-0.41103
Aricia agestis,<a href="https://www.gbif.org/species/1933095" target="_blank">Voir sur GBIF</a>,34262ad7-ec71-4fef-8640-dc808c411a1e,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.71797,-0.39661
Cacyreus marshalli,<a href="https://www.gbif.org/species/1932752" target="_blank">Voir sur GBIF</a>,aa5ff21c-99ad-4ced-bd61-ef2e9afb4341,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.71797,-0.39661
Apatura ilia,<a href="https://www.gbif.org/species/8138711" target="_blank">Voir sur GBIF</a>,e72b48c5-aba7-4a03-be5e-cc2da4fa47af,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.71797,-0.39661
Maniola jurtina,<a href="https://www.gbif.org/species/5135513" target="_blank">Voir sur GBIF</a>,8579fbb9-b6a9-4bc4-953b-82831a085245,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.71797,-0.39661
Colias croceus,<a href="https://www.gbif.org/species/7550095" target="_blank">Voir sur GBIF</a>,34e8e0f6-6cce-4e38-80cf-91197c24c454,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.72399,-0.41103
Apatura ilia,<a href="https://www.gbif.org/species/8138711" target="_blank">Voir sur GBIF</a>,3b50544b-830b-4860-b03b-f6707b2d28e1,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.72399,-0.41103
Colias croceus,<a href="https://www.gbif.org/species/7550095" target="_blank">Voir sur GBIF</a>,94c59b8b-f5c4-4aec-bc99-044a5598e4f6,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.71797,-0.39661
Calopteryx virgo,<a href="https://www.gbif.org/species/1427037" target="_blank">Voir sur GBIF</a>,5dd0ac8e-79ae-471a-a3b3-bbeab7c03474,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.70778,-0.37413
Polyommatus icarus,<a href="https://www.gbif.org/species/5140214" target="_blank">Voir sur GBIF</a>,ef77f871-7cc3-4172-a48d-51858c2c100e,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.71797,-0.39661
Pieris rapae,<a href="https://www.gbif.org/species/1920496" target="_blank">Voir sur GBIF</a>,021783f8-4bc4-4798-a406-684a1e0f1e64,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.71797,-0.39661
Lycaena phlaeas,<a href="https://www.gbif.org/species/1929697" target="_blank">Voir sur GBIF</a>,5110b633-6f60-4db9-89bc-6040f6b56f84,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.71797,-0.39661
Coenonympha pamphilus,<a href="https://www.gbif.org/species/1911461" target="_blank">Voir sur GBIF</a>,5738ddb3-43cd-40d2-8990-4ded6dcaa079,gbif,2013-09-22T00:00:00.000Z,2013-09-22T00:00:00.000Z,Point,44.71797,-0.39661
Ardea cinerea,<a href="https://www.gbif.org/species/9797180" target="_blank">Voir sur GBIF</a>,635067e1-28bc-4b76-a1b4-5e017608cdf9,gbif,2013-09-13T00:00:00.000Z,2013-09-13T00:00:00.000Z,Point,44.69357,-0.34573
Ardea cinerea,<a href="https://www.gbif.org/species/9797180" target="_blank">Voir sur GBIF</a>,d8c948bf-41d5-4b30-ad7d-a04c73568bc1,gbif,2013-09-13T00:00:00.000Z,2013-09-13T00:00:00.000Z,Point,44.69358,-0.34568
Isomira antennata,<a href="https://www.gbif.org/species/4454926" target="_blank">Voir sur GBIF</a>,4207ea27-72e5-4cad-b21e-717af765d44e,gbif,2013-05-11T00:00:00.000Z,2013-05-11T00:00:00.000Z,Point,44.73669,-0.36622
Ropalopus femoratus,<a href="https://www.gbif.org/species/8124081" target="_blank">Voir sur GBIF</a>,d7b2f7be-18e3-4130-9155-8447e7aea323,gbif,2013-05-11T00:00:00.000Z,2013-05-11T00:00:00.000Z,Point,44.73669,-0.36622
Ropalopus femoratus,<a href="https://www.gbif.org/species/8124081" target="_blank">Voir sur GBIF</a>,5beea329-ba89-4f6b-b4b8-3381bd70136f,gbif,2013-05-11T00:00:00.000Z,2013-05-11T00:00:00.000Z,Point,44.73669,-0.36622
Thamnotettix dilutior,<a href="https://www.gbif.org/species/2026173" target="_blank">Voir sur GBIF</a>,c31ed91b-dcfb-4252-9ff5-8c2aaca5a386,gbif,2013-05-11T00:00:00.000Z,2013-05-11T00:00:00.000Z,Point,44.73669,-0.36622
Coccinella septempunctata,<a href="https://www.gbif.org/species/4990191" target="_blank">Voir sur GBIF</a>,c51b3872-0c66-44ba-98ca-0235356740a6,gbif,2013-04-01T00:00:00.000Z,2013-04-30T00:00:00.000Z,Point,44.73669,-0.36622
Triturus marmoratus,<a href="https://www.gbif.org/species/2431886" target="_blank">Voir sur GBIF</a>,0574de65-0423-474c-95bd-bbde6dd39e66,gbif,2013-04-28T00:00:00.000Z,2013-04-28T00:00:00.000Z,Point,44.69357,-0.34573
Triturus marmoratus,<a href="https://www.gbif.org/species/2431886" target="_blank">Voir sur GBIF</a>,27ea3eb4-40a8-4c15-8450-b8202e2a4d37,gbif,2013-04-28T00:00:00.000Z,2013-04-28T00:00:00.000Z,Point,44.69358,-0.34568
Accipiter nisus,<a href="https://www.gbif.org/species/2480637" target="_blank">Voir sur GBIF</a>,3febd3dd-3094-407c-97b7-88c3f478a0c7,gbif,2013-04-25T00:00:00.000Z,2013-04-25T00:00:00.000Z,Point,44.70778,-0.37413
Milvus migrans,<a href="https://www.gbif.org/species/5229167" target="_blank">Voir sur GBIF</a>,b31a87ab-ecc6-407b-b515-b03f2babcafc,gbif,2013-03-20T00:00:00.000Z,2013-03-20T00:00:00.000Z,Point,44.69357,-0.34573
Milvus migrans,<a href="https://www.gbif.org/species/5229167" target="_blank">Voir sur GBIF</a>,c22958e3-1185-44f5-b62e-37cc9b46e869,gbif,2013-03-20T00:00:00.000Z,2013-03-20T00:00:00.000Z,Point,44.69358,-0.34568
Podarcis muralis,<a href="https://www.gbif.org/species/2469188" target="_blank">Voir sur GBIF</a>,b23eb40d-b59f-4f5a-b6ad-9206cf3b6625,gbif,2013-03-04T00:00:00.000Z,2013-03-04T00:00:00.000Z,Point,44.69357,-0.34573
Chroicocephalus ridibundus,<a href="https://www.gbif.org/species/6065824" target="_blank">Voir sur GBIF</a>,422fa4b1-012d-42d8-87ba-81a14222b832,gbif,2013-03-04T00:00:00.000Z,2013-03-04T00:00:00.000Z,Point,44.69357,-0.34573
Ciconia ciconia,<a href="https://www.gbif.org/species/2481912" target="_blank">Voir sur GBIF</a>,8c5012e8-28c5-4a71-a628-b3a2a4ae5753,gbif,2013-03-04T00:00:00.000Z,2013-03-04T00:00:00.000Z,Point,44.69358,-0.34568
Ciconia ciconia,<a href="https://www.gbif.org/species/2481912" target="_blank">Voir sur GBIF</a>,bb433058-68e1-4aa9-8d4f-87807300ba87,gbif,2013-03-04T00:00:00.000Z,2013-03-04T00:00:00.000Z,Point,44.69357,-0.34573
Podarcis muralis,<a href="https://www.gbif.org/species/2469188" target="_blank">Voir sur GBIF</a>,0fffcbd1-a420-477e-89da-caf13e364bf6,gbif,2013-03-04T00:00:00.000Z,2013-03-04T00:00:00.000Z,Point,44.69358,-0.34568
Chroicocephalus ridibundus,<a href="https://www.gbif.org/species/6065824" target="_blank">Voir sur GBIF</a>,303a3f28-de03-47ae-b5fe-a5fe83cb80f3,gbif,2013-03-04T00:00:00.000Z,2013-03-04T00:00:00.000Z,Point,44.69358,-0.34568
Grus grus,<a href="https://www.gbif.org/species/2474950" target="_blank">Voir sur GBIF</a>,d3d51b7e-d027-4b29-8b64-02c656bf766f,gbif,2013-03-03T00:00:00.000Z,2013-03-03T00:00:00.000Z,Point,44.704197,-0.378769
Rhinolophus hipposideros,<a href="https://www.gbif.org/species/10991082" target="_blank">Voir sur GBIF</a>,c1af37c1-ea03-4f10-adfb-520fd71f1431,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus ferrumequinum,<a href="https://www.gbif.org/species/2432655" target="_blank">Voir sur GBIF</a>,45713713-a16a-4040-9894-cabfcede51d6,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus hipposideros,<a href="https://www.gbif.org/species/10991082" target="_blank">Voir sur GBIF</a>,2937ac49-db76-421f-a7fc-ac3f28c82533,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus ferrumequinum,<a href="https://www.gbif.org/species/2432655" target="_blank">Voir sur GBIF</a>,f59b312e-de48-46ff-8104-eacc746aa439,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus hipposideros,<a href="https://www.gbif.org/species/10991082" target="_blank">Voir sur GBIF</a>,5af79dff-173c-4c3a-a918-5ef39e6b70ec,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Myotis daubentonii,<a href="https://www.gbif.org/species/2432439" target="_blank">Voir sur GBIF</a>,ea3c30c8-cfbc-4c31-91c8-410d41ccf0e4,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Rhinolophus ferrumequinum,<a href="https://www.gbif.org/species/2432655" target="_blank">Voir sur GBIF</a>,6a948ec3-5a05-44e4-af49-5880c601188b,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Myotis emarginatus,<a href="https://www.gbif.org/species/2432470" target="_blank">Voir sur GBIF</a>,244a925e-aa94-46cf-a5e9-52c2d8ed8bab,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Myotis myotis,<a href="https://www.gbif.org/species/2432416" target="_blank">Voir sur GBIF</a>,daff86c6-04f3-41d5-918f-f6000278717b,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Miniopterus schreibersii,<a href="https://www.gbif.org/species/2432509" target="_blank">Voir sur GBIF</a>,bcdf8d71-6f08-440f-aa0f-0e5c38a09302,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Myotis emarginatus,<a href="https://www.gbif.org/species/2432470" target="_blank">Voir sur GBIF</a>,1e51c8bb-c113-4cbe-9cff-22503acf970e,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Myotis daubentonii,<a href="https://www.gbif.org/species/2432439" target="_blank">Voir sur GBIF</a>,07f83fc7-b708-4f3d-8f1c-9002075b92f8,gbif,2013-02-10T00:00:00.000Z,2013-02-10T00:00:00.000Z,Point,44.69358,-0.34568
Anas crecca,<a href="https://www.gbif.org/species/8214667" target="_blank">Voir sur GBIF</a>,88e542ea-6a9c-45d2-ad5d-fb9bd1c7d938,gbif,2013-02-01T00:00:00.000Z,2013-02-01T00:00:00.000Z,Point,44.69357,-0.34573
Anas crecca,<a href="https://www.gbif.org/species/8214667" target="_blank">Voir sur GBIF</a>,9f930be2-c636-4301-bd30-02b82d26035b,gbif,2013-02-01T00:00:00.000Z,2013-02-01T00:00:00.000Z,Point,44.69358,-0.34568
Podiceps cristatus,<a href="https://www.gbif.org/species/2482054" target="_blank">Voir sur GBIF</a>,29d3daa6-3376-40b0-891a-e370788d7e0e,gbif,2013-02-01T00:00:00.000Z,2013-02-01T00:00:00.000Z,Point,44.69357,-0.34573
Podiceps cristatus,<a href="https://www.gbif.org/species/2482054" target="_blank">Voir sur GBIF</a>,6e134aa8-3cb6-4b7e-a246-16238ce411f2,gbif,2013-02-01T00:00:00.000Z,2013-02-01T00:00:00.000Z,Point,44.69358,-0.34568
Prunus spinosa,<a href="https://www.gbif.org/species/3023221" target="_blank">Voir sur GBIF</a>,ab527bb9-af27-4f25-8535-1687ec9d5154,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70073,-0.3487
Rhinolophus hipposideros,<a href="https://www.gbif.org/species/10991082" target="_blank">Voir sur GBIF</a>,999f8c00-31f2-4568-9649-49f5a4deb767,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.69357,-0.34573
Capreolus capreolus,<a href="https://www.gbif.org/species/5220126" target="_blank">Voir sur GBIF</a>,640e1ced-b6b3-4a3b-8f10-5851fc964eb7,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.69712,-0.37747
Sitta europaea,<a href="https://www.gbif.org/species/2484916" target="_blank">Voir sur GBIF</a>,f90db15e-b0fb-4892-bae4-e91d2df977b9,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70073,-0.3487
Genetta genetta,<a href="https://www.gbif.org/species/5219362" target="_blank">Voir sur GBIF</a>,59fff56f-0d4b-4ab9-81a5-a76a69638d50,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70573,-0.39062
Salamandra salamandra,<a href="https://www.gbif.org/species/2431776" target="_blank">Voir sur GBIF</a>,3b7ee327-649b-4e19-b811-2c10543d8f9e,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.69789,-0.35225
Picus viridis,<a href="https://www.gbif.org/species/2478523" target="_blank">Voir sur GBIF</a>,84e16436-e5e1-4406-9400-6bd1d2bb33be,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70073,-0.3487
Poecile palustris,<a href="https://www.gbif.org/species/2487843" target="_blank">Voir sur GBIF</a>,be443c03-ce79-46f9-b136-a889981e26f9,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70073,-0.3487
Ulex europaeus,<a href="https://www.gbif.org/species/2951984" target="_blank">Voir sur GBIF</a>,1083bc20-bb80-455b-b3e3-3d0881cb222c,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70073,-0.3487
Salamandra salamandra,<a href="https://www.gbif.org/species/2431776" target="_blank">Voir sur GBIF</a>,41c80735-502f-4a2e-8ee9-2ad1a5c8a0cb,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70073,-0.3487
Garrulus glandarius,<a href="https://www.gbif.org/species/5229493" target="_blank">Voir sur GBIF</a>,5476d478-d193-4132-9a72-294c7a32b69c,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70073,-0.3487
Dendrocopos major,<a href="https://www.gbif.org/species/2477968" target="_blank">Voir sur GBIF</a>,fb3d0262-7c7d-42f9-ab2a-d22be5aaed2d,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70073,-0.3487
Sciurus vulgaris,<a href="https://www.gbif.org/species/8211070" target="_blank">Voir sur GBIF</a>,ebea446d-053e-4a11-b949-f1ad738efd6f,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.70073,-0.3487
Meles meles,<a href="https://www.gbif.org/species/2433875" target="_blank">Voir sur GBIF</a>,3225333c-b474-44aa-a877-d578b73e3c7b,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.69712,-0.37747
Rhinolophus ferrumequinum,<a href="https://www.gbif.org/species/2432655" target="_blank">Voir sur GBIF</a>,63ca4862-f12e-4597-9f4c-c56d0f1c7d5c,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.69357,-0.34573
Myotis myotis,<a href="https://www.gbif.org/species/2432416" target="_blank">Voir sur GBIF</a>,6292282f-9bfa-40f9-ad0b-21cede1fb286,gbif,2012-01-01T00:00:00.000Z,2012-12-31T00:00:00.000Z,Point,44.69357,-0.34573
Streptopelia decaocto,<a href="https://www.gbif.org/species/2495696" target="_blank">Voir sur GBIF</a>,9abaace7-4386-4e1c-85bf-5fb0a940eea1,gbif,2012-08-11T00:00:00.000Z,2012-08-11T00:00:00.000Z,Point,44.70778,-0.37413
Lucanus cervus,<a href="https://www.gbif.org/species/5743122" target="_blank">Voir sur GBIF</a>,a8c0ef80-ea54-43bb-a949-62855450da50,gbif,2012-06-01T00:00:00.000Z,2012-06-01T00:00:00.000Z,Point,44.72399,-0.41103
Tyto alba,<a href="https://www.gbif.org/species/2497921" target="_blank">Voir sur GBIF</a>,971cec0b-5c9f-4468-98b0-13bff8335e4d,gbif,2012-02-02T00:00:00.000Z,2012-02-02T00:00:00.000Z,Point,44.70778,-0.37413
Martes foina,<a href="https://www.gbif.org/species/5218887" target="_blank">Voir sur GBIF</a>,555be547-201c-4276-bf3d-cff145618cd3,gbif,2012-01-01T00:00:00.000Z,2012-01-01T00:00:00.000Z,Point,44.69358,-0.34568
Milvus migrans,<a href="https://www.gbif.org/species/5229167" target="_blank">Voir sur GBIF</a>,509ff509-f6cd-4abf-9d9e-99ac9b73973e,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.71472,-0.39117
Argynnis paphia,<a href="https://www.gbif.org/species/1909398" target="_blank">Voir sur GBIF</a>,d8d31d2c-6e48-4d4a-b55f-984bfc22c4b2,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.72411,-0.37909
Araschnia levana,<a href="https://www.gbif.org/species/1902533" target="_blank">Voir sur GBIF</a>,533fea7b-d1f4-4792-90f3-fa2f32416fcf,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.72411,-0.37909
Pieris rapae,<a href="https://www.gbif.org/species/1920496" target="_blank">Voir sur GBIF</a>,bc6f2c6f-f1fa-44e4-99bb-ce1a5396ec19,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.69827,-0.33964
Ochlodes venata,<a href="https://www.gbif.org/species/7389824" target="_blank">Voir sur GBIF</a>,d63400ff-8341-4606-b2ed-fc789b875f45,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.72411,-0.37909
Colias croceus,<a href="https://www.gbif.org/species/5137612" target="_blank">Voir sur GBIF</a>,f3e8a00c-b9d1-4ec2-9089-d673fadb0b2e,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.73194,-0.41749
Melanargia galathea,<a href="https://www.gbif.org/species/7854318" target="_blank">Voir sur GBIF</a>,f87d171f-58e6-485b-85e6-226f621b90c8,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.72411,-0.37909
Oriolus oriolus,<a href="https://www.gbif.org/species/2488949" target="_blank">Voir sur GBIF</a>,8fbe71a2-b197-4dd8-9e8e-7dd44bf4c24c,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.72487,-0.35386
Melitaea phoebe,<a href="https://www.gbif.org/species/7934873" target="_blank">Voir sur GBIF</a>,c69cf0f3-1e1a-44d3-a6ee-d805f0176cad,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.72487,-0.35386
Melitaea phoebe,<a href="https://www.gbif.org/species/7934873" target="_blank">Voir sur GBIF</a>,915f2b5a-b7f3-4ea8-ad69-843fb03537d3,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.69827,-0.33964
Hirundo rustica,<a href="https://www.gbif.org/species/9515886" target="_blank">Voir sur GBIF</a>,d5f22f9d-f3da-4f42-b8f4-6beeb09f7f46,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.71472,-0.39117
Pararge aegeria,<a href="https://www.gbif.org/species/8049830" target="_blank">Voir sur GBIF</a>,82132338-bf7c-4364-ad82-a903116eef90,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.69827,-0.33964
Lepus europaeus,<a href="https://www.gbif.org/species/7952072" target="_blank">Voir sur GBIF</a>,1bbfb9c4-3da3-4faa-b2b6-4fa4bb9ca99d,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.71549,-0.36594
Pieris rapae,<a href="https://www.gbif.org/species/1920496" target="_blank">Voir sur GBIF</a>,2e2ad34d-69ce-4567-bf3c-95dff955cbc7,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.73194,-0.41749
Epidalea calamita,<a href="https://www.gbif.org/species/2422507" target="_blank">Voir sur GBIF</a>,b175e75b-b17d-42c4-899a-f04b9c91bada,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.69596,-0.4153
Turdus iliacus,<a href="https://www.gbif.org/species/2490781" target="_blank">Voir sur GBIF</a>,9597ea3d-472f-447e-b231-2799dde4b045,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.70573,-0.39062
Polyommatus icarus,<a href="https://www.gbif.org/species/5140214" target="_blank">Voir sur GBIF</a>,d262d8d7-a8f9-4a81-93ca-2847b569dca6,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.72487,-0.35386
Vanessa atalanta,<a href="https://www.gbif.org/species/1898286" target="_blank">Voir sur GBIF</a>,3c67a0d4-f131-454c-8dba-e16bd5369524,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.72525,-0.34124
Colias croceus,<a href="https://www.gbif.org/species/5137612" target="_blank">Voir sur GBIF</a>,ab037461-f6e5-4483-90c8-fcda8adc97ca,gbif,2011-01-01T00:00:00.000Z,2011-12-31T00:00:00.000Z,Point,44.72487,-0.35386
