title,text,id,datatype,startdate,enddate,geometry.type,latitude,longitude
Hypericum perforatum,<a href="https://www.gbif.org/species/3189486" target="_blank">Voir sur GBIF</a>,9145c8d7-e0b2-4fde-ab26-2ce02a31d6f1,gbif,2024-07-02T16:15:54.000Z,2024-07-02T16:15:54.000Z,Point,44.720638,-0.385871
Gastrophysa polygoni,<a href="https://www.gbif.org/species/1048335" target="_blank">Voir sur GBIF</a>,86fa8379-9871-41cb-818b-5192cb1149f3,gbif,2024-07-02T15:50:41.000Z,2024-07-02T15:50:41.000Z,Point,44.715336,-0.380388
Armadillidium nasatum,<a href="https://www.gbif.org/species/2203739" target="_blank">Voir sur GBIF</a>,b9a2d7d3-48b2-456f-805a-af70658f4dcf,gbif,2024-07-02T15:41:42.000Z,2024-07-02T15:41:42.000Z,Point,44.715263,-0.380382
Lysimachia arvensis,<a href="https://www.gbif.org/species/8184903" target="_blank">Voir sur GBIF</a>,42ebd277-f0eb-40c9-be59-b4988da82772,gbif,2024-07-02T15:38:07.000Z,2024-07-02T15:38:07.000Z,Point,44.715263,-0.380382
Trifolium repens,<a href="https://www.gbif.org/species/5358748" target="_blank">Voir sur GBIF</a>,a0195bfd-5929-44e9-8ae8-646f384b1b02,gbif,2024-07-02T15:31:14.000Z,2024-07-02T15:31:14.000Z,Point,44.714893,-0.378367
Rhagonycha fulva,<a href="https://www.gbif.org/species/4429760" target="_blank">Voir sur GBIF</a>,fac45224-d830-42c3-b516-83cf0da17678,gbif,2024-07-02T15:28:55.000Z,2024-07-02T15:28:55.000Z,Point,44.714893,-0.378367
Plantago major,<a href="https://www.gbif.org/species/3189767" target="_blank">Voir sur GBIF</a>,50af2125-f0a6-46f8-89f1-1a3785e9afbd,gbif,2024-07-02T15:25:33.000Z,2024-07-02T15:25:33.000Z,Point,44.717133,-0.383678
Maniola jurtina,<a href="https://www.gbif.org/species/5135513" target="_blank">Voir sur GBIF</a>,bdd125d1-7eff-4ce6-95ed-b5681b28bf6d,gbif,2024-07-02T15:16:22.000Z,2024-07-02T15:16:22.000Z,Point,44.717136,-0.383681
Epirrhoe alternata,<a href="https://www.gbif.org/species/8361848" target="_blank">Voir sur GBIF</a>,4c4344d6-50c1-4db9-b2b0-27e5bf19a66e,gbif,2024-07-02T15:15:09.000Z,2024-07-02T15:15:09.000Z,Point,44.717136,-0.383681
Echium vulgare,<a href="https://www.gbif.org/species/2925892" target="_blank">Voir sur GBIF</a>,1b56b42b-d2e6-41d9-b144-51f9760570b4,gbif,2024-07-02T15:02:10.000Z,2024-07-02T15:02:10.000Z,Point,44.712711,-0.389404
Centaurea cyanus,<a href="https://www.gbif.org/species/3089561" target="_blank">Voir sur GBIF</a>,6a9977c4-e321-4ce2-986a-66a47d071900,gbif,2024-07-02T14:56:51.000Z,2024-07-02T14:56:51.000Z,Point,44.717175,-0.38372
Hypericum perforatum,<a href="https://www.gbif.org/species/3189486" target="_blank">Voir sur GBIF</a>,16b2773a-87f2-4397-a5a2-9dfdc129df3c,gbif,2024-07-02T14:45:57.000Z,2024-07-02T14:45:57.000Z,Point,44.710724,-0.387322
Trifolium repens,<a href="https://www.gbif.org/species/5358748" target="_blank">Voir sur GBIF</a>,aa97eb7f-fb1a-4c55-8b6f-3d829121f5b7,gbif,2024-07-02T14:41:23.000Z,2024-07-02T14:41:23.000Z,Point,44.717438,-0.384265
Cichorium intybus,<a href="https://www.gbif.org/species/5392252" target="_blank">Voir sur GBIF</a>,84310b4d-5cea-4cbc-9f51-f8f73bae2447,gbif,2024-07-02T14:39:47.000Z,2024-07-02T14:39:47.000Z,Point,44.717438,-0.384265
Trifolium repens,<a href="https://www.gbif.org/species/5358748" target="_blank">Voir sur GBIF</a>,fa52bd76-f8d1-4a14-8a6a-49650390ceaf,gbif,2024-07-02T14:27:25.000Z,2024-07-02T14:27:25.000Z,Point,44.717445,-0.384319
Trifolium repens,<a href="https://www.gbif.org/species/5358748" target="_blank">Voir sur GBIF</a>,0cc635dd-a8a9-44c3-835d-3529610f9dbd,gbif,2024-07-02T14:21:35.000Z,2024-07-02T14:21:35.000Z,Point,44.717487,-0.384356
Nezara viridula,<a href="https://www.gbif.org/species/2078852" target="_blank">Voir sur GBIF</a>,043f4251-705a-4af2-837e-4773fb70404a,gbif,2024-07-02T13:44:23.000Z,2024-07-02T13:44:23.000Z,Point,44.717426,-0.38425
Lymantria dispar,<a href="https://www.gbif.org/species/1820406" target="_blank">Voir sur GBIF</a>,ad7e4976-0a7e-4d67-ad44-7eb4bfdc929d,gbif,2024-07-02T12:03:10.000Z,2024-07-02T12:03:10.000Z,Point,44.717072,-0.387542
Podarcis muralis,<a href="https://www.gbif.org/species/2469188" target="_blank">Voir sur GBIF</a>,ac7be60e-66b1-408d-8e77-0d3ca1120b77,gbif,2024-06-30T15:49:08.000Z,2024-06-30T15:49:08.000Z,Point,44.72105,-0.373813
Noctua comes,<a href="https://www.gbif.org/species/1789730" target="_blank">Voir sur GBIF</a>,bf3c03cc-96d7-432e-af79-eb42c9fd00c1,gbif,2024-06-30T10:14:25.000Z,2024-06-30T10:14:25.000Z,Point,44.693216,-0.418788
Medicago lupulina,<a href="https://www.gbif.org/species/2965201" target="_blank">Voir sur GBIF</a>,5666e2a6-e410-4879-813c-ae1daed90ef0,gbif,2024-06-29T16:55:49.000Z,2024-06-29T16:55:49.000Z,Point,44.693212,-0.418665
Convolvulus arvensis,<a href="https://www.gbif.org/species/2928390" target="_blank">Voir sur GBIF</a>,b56c2acb-f893-420f-860f-27e0f2ff1234,gbif,2024-06-29T16:54:27.000Z,2024-06-29T16:54:27.000Z,Point,44.693283,-0.418424
Asplenium scolopendrium,<a href="https://www.gbif.org/species/2650669" target="_blank">Voir sur GBIF</a>,e663ba5f-bf37-4a4e-8bc5-2c818901f83f,gbif,2024-06-29T07:20:01.000Z,2024-06-29T07:20:01.000Z,Point,44.732842,-0.377422
Strix aluco,<a href="https://www.gbif.org/species/9282206" target="_blank">Voir sur GBIF</a>,a969e8a3-f717-4f80-bb83-f445fbf2c01e,gbif,2024-06-29T00:58:24.000Z,2024-06-29T00:58:24.000Z,Point,44.693241,-0.41872
Macroglossum stellatarum,<a href="https://www.gbif.org/species/1864652" target="_blank">Voir sur GBIF</a>,82b27e8f-c6c6-4fbf-a889-49839d193cfd,gbif,2024-06-28T20:38:23.000Z,2024-06-28T20:38:23.000Z,Point,44.7206,-0.373797
Cornu aspersum,<a href="https://www.gbif.org/species/5858758" target="_blank">Voir sur GBIF</a>,02a705fa-c08a-41c9-a42d-471ef17b8cae,gbif,2024-06-28T20:27:47.000Z,2024-06-28T20:27:47.000Z,Point,44.721092,-0.373892
Dolycoris baccarum,<a href="https://www.gbif.org/species/4485824" target="_blank">Voir sur GBIF</a>,9326e961-2f31-4b7f-8cb3-c7d4ae1b43dc,gbif,2024-06-28T12:29:39.000Z,2024-06-28T12:29:39.000Z,Point,44.694518,-0.417598
Podarcis muralis,<a href="https://www.gbif.org/species/2469188" target="_blank">Voir sur GBIF</a>,17e8ced8-a9cf-4d61-8c50-39acfa8fc05b,gbif,2024-06-28T12:24:41.000Z,2024-06-28T12:24:41.000Z,Point,44.693188,-0.418597
Podarcis muralis,<a href="https://www.gbif.org/species/2469188" target="_blank">Voir sur GBIF</a>,53b9fbf5-6deb-461b-a19e-579e2e2d2c47,gbif,2024-06-28T12:24:19.000Z,2024-06-28T12:24:19.000Z,Point,44.693183,-0.418603
Lysimachia vulgaris,<a href="https://www.gbif.org/species/3169386" target="_blank">Voir sur GBIF</a>,0e43ae07-2546-4987-869f-e21cab1362e8,gbif,2024-06-28T11:49:58.000Z,2024-06-28T11:49:58.000Z,Point,44.693803,-0.419801
Lapsana communis,<a href="https://www.gbif.org/species/3134857" target="_blank">Voir sur GBIF</a>,6a8daade-1b1b-4435-a4c4-5c7c852001b9,gbif,2024-06-28T10:35:07.000Z,2024-06-28T10:35:07.000Z,Point,44.693479,-0.418984
Cercis siliquastrum,<a href="https://www.gbif.org/species/5353590" target="_blank">Voir sur GBIF</a>,2b302b0d-788f-403d-be3c-accf1d2e668d,gbif,2024-06-28T10:34:53.000Z,2024-06-28T10:34:53.000Z,Point,44.693559,-0.418965
Petasites pyrenaicus,<a href="https://www.gbif.org/species/3088282" target="_blank">Voir sur GBIF</a>,8816c8d1-3a6b-414e-96ec-490e7ecd0325,gbif,2024-06-28T10:34:14.000Z,2024-06-28T10:34:14.000Z,Point,44.693537,-0.4189
Anomodon viticulosus,<a href="https://www.gbif.org/species/5283423" target="_blank">Voir sur GBIF</a>,385e4aed-e7bc-4922-9164-f59d7373cb3e,gbif,2024-06-27T19:52:45.000Z,2024-06-27T19:52:45.000Z,Point,44.693294,-0.418163
Medicago lupulina,<a href="https://www.gbif.org/species/2965201" target="_blank">Voir sur GBIF</a>,48c47942-1c35-4bf8-b522-59c82e76fdd9,gbif,2024-06-27T19:50:58.000Z,2024-06-27T19:50:58.000Z,Point,44.693374,-0.418092
Rhagonycha fulva,<a href="https://www.gbif.org/species/4429760" target="_blank">Voir sur GBIF</a>,075706a9-986c-4158-988a-e687e889cd42,gbif,2024-06-10T17:33:37.000Z,2024-06-10T17:33:37.000Z,Point,44.720345,-0.385577
Myosotis arvensis,<a href="https://www.gbif.org/species/5341170" target="_blank">Voir sur GBIF</a>,3fdca049-34e8-4a60-984e-241cc84ed7e5,gbif,2024-06-10T16:54:47.000Z,2024-06-10T16:54:47.000Z,Point,44.717129,-0.383563
Convolvulus arvensis,<a href="https://www.gbif.org/species/2928390" target="_blank">Voir sur GBIF</a>,76c9f3cf-2dde-468a-be60-4bcca5cfeab6,gbif,2024-06-10T16:52:30.000Z,2024-06-10T16:52:30.000Z,Point,44.717129,-0.383568
Chrysolina bankii,<a href="https://www.gbif.org/species/4460057" target="_blank">Voir sur GBIF</a>,02959e0a-925a-41be-b44d-26fd2a3cfde1,gbif,2024-06-10T15:18:48.000Z,2024-06-10T15:18:48.000Z,Point,44.717682,-0.383221
Graphosoma italicum,<a href="https://www.gbif.org/species/7437802" target="_blank">Voir sur GBIF</a>,14fb448b-8968-4d42-8bb3-97f49e2055e3,gbif,2024-06-02T15:02:38.000Z,2024-06-02T15:02:38.000Z,Point,44.708984,-0.380456
Ophrys apifera,<a href="https://www.gbif.org/species/2792998" target="_blank">Voir sur GBIF</a>,05381e67-9ef6-4fdb-9b09-01626627537d,gbif,2024-06-02T14:33:14.000Z,2024-06-02T14:33:14.000Z,Point,44.710052,-0.397591
Hemaris fuciformis,<a href="https://www.gbif.org/species/1861797" target="_blank">Voir sur GBIF</a>,988665a3-69f4-4f0a-9149-0357230b24d9,gbif,2024-05-25T13:48:59.000Z,2024-05-25T13:48:59.000Z,Point,44.706696,-0.402383
Chrysolina bankii,<a href="https://www.gbif.org/species/4460057" target="_blank">Voir sur GBIF</a>,52078d65-5a41-4c57-bc2f-9c49f888050c,gbif,2024-05-25T12:12:34.000Z,2024-05-25T12:12:34.000Z,Point,44.717537,-0.414498
Zygaena trifolii,<a href="https://www.gbif.org/species/7761138" target="_blank">Voir sur GBIF</a>,a8240295-789c-47a1-b05f-7b567adb0876,gbif,2024-05-25T11:33:55.000Z,2024-05-25T11:33:55.000Z,Point,44.725811,-0.417295
Phymatodes testaceus,<a href="https://www.gbif.org/species/8961343" target="_blank">Voir sur GBIF</a>,7d4911ae-6b09-40ec-94b3-9b48c64225f0,gbif,2024-05-06T18:11:10.000Z,2024-05-06T18:11:10.000Z,Point,44.690972,-0.372588
Diphyus quadripunctorius,<a href="https://www.gbif.org/species/1296299" target="_blank">Voir sur GBIF</a>,899984c4-a571-422c-9b5e-d8c0a903237c,gbif,2024-01-28T12:35:00.000Z,2024-01-28T12:35:00.000Z,Point,44.722684,-0.411117
Scoliopteryx libatrix,<a href="https://www.gbif.org/species/1798449" target="_blank">Voir sur GBIF</a>,fd6fd221-c6b2-482f-a5a3-85b18f96a5a4,gbif,2024-01-28T11:24:00.000Z,2024-01-28T11:24:00.000Z,Point,44.722692,-0.411104
Meta bourneti,<a href="https://www.gbif.org/species/2151391" target="_blank">Voir sur GBIF</a>,4c679a9e-a11b-4601-a9fb-c7435bc794d1,gbif,2024-01-28T09:30:00.000Z,2024-01-28T09:30:00.000Z,Point,44.723642,-0.382986
Elanus caeruleus,<a href="https://www.gbif.org/species/2480372" target="_blank">Voir sur GBIF</a>,1702fd72-5aee-4f28-aa89-eb7dc52ad7ec,gbif,2023-12-27T00:00:00.000Z,2023-12-27T00:00:00.000Z,Point,44.70109,-0.412705
Passer domesticus,<a href="https://www.gbif.org/species/5231190" target="_blank">Voir sur GBIF</a>,46295876-b862-4bfc-b54b-890ccb374ee2,gbif,2023-10-08T17:46:00.000Z,2023-10-08T17:46:00.000Z,Point,44.710801,-0.399422
Cetonia aurata,<a href="https://www.gbif.org/species/1077829" target="_blank">Voir sur GBIF</a>,0595d66c-eb50-49fc-88a1-ee232889ad57,gbif,2023-08-15T12:01:50.000Z,2023-08-15T12:01:50.000Z,Point,44.727467,-0.418367
Cymbalaria muralis,<a href="https://www.gbif.org/species/8200663" target="_blank">Voir sur GBIF</a>,46edaf3c-a033-4320-b060-1623a8666a19,gbif,2023-07-30T00:00:00.000Z,2023-07-30T00:00:00.000Z,Point,44.733246,-0.378246
Acer campestre,<a href="https://www.gbif.org/species/3189863" target="_blank">Voir sur GBIF</a>,32ae9468-0393-4f36-af4a-08328fd30943,gbif,2023-07-30T00:00:00.000Z,2023-07-30T00:00:00.000Z,Point,44.733093,-0.377991
Dendrolimus pini,<a href="https://www.gbif.org/species/1733484" target="_blank">Voir sur GBIF</a>,6a0127ca-1053-4c5d-a055-444902124e62,gbif,2023-07-08T11:39:45.000Z,2023-07-08T11:39:45.000Z,Point,44.732645,-0.333745
Turdus merula,<a href="https://www.gbif.org/species/2490719" target="_blank">Voir sur GBIF</a>,81843008-fd4b-4c9b-b7b1-c57c12db964f,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Picus viridis,<a href="https://www.gbif.org/species/2478523" target="_blank">Voir sur GBIF</a>,f11269a6-b73c-4b4d-9bf1-cb17a7bfcab1,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Columba palumbus,<a href="https://www.gbif.org/species/2495455" target="_blank">Voir sur GBIF</a>,8e7762c0-3e77-489a-8112-f7d1e04b808d,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Falco tinnunculus,<a href="https://www.gbif.org/species/9616058" target="_blank">Voir sur GBIF</a>,208440b8-a733-409a-99df-150001f95931,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Corvus corone,<a href="https://www.gbif.org/species/9409796" target="_blank">Voir sur GBIF</a>,f1a183a9-b407-40c4-af48-73a1b3b486bb,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Streptopelia decaocto,<a href="https://www.gbif.org/species/2495696" target="_blank">Voir sur GBIF</a>,985835c1-646b-43bd-bf9d-79d8212a2354,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Oriolus oriolus,<a href="https://www.gbif.org/species/2488949" target="_blank">Voir sur GBIF</a>,9b0e24f0-fc29-4ae0-a5ee-2206a45921f5,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Fringilla coelebs,<a href="https://www.gbif.org/species/2494422" target="_blank">Voir sur GBIF</a>,839eed13-f8b3-4f79-9c53-2807239cea41,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Streptopelia turtur,<a href="https://www.gbif.org/species/2495708" target="_blank">Voir sur GBIF</a>,215cb7ee-bfd5-4dbd-9160-9db0f23da6ca,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Certhia brachydactyla,<a href="https://www.gbif.org/species/7806848" target="_blank">Voir sur GBIF</a>,7beff8d1-35e5-4d2d-b288-da5bb51a4d4e,gbif,2023-07-06T00:00:00.000Z,2023-07-06T00:00:00.000Z,Point,44.73302,-0.387962
Calamobius filum,<a href="https://www.gbif.org/species/1149372" target="_blank">Voir sur GBIF</a>,34f870ad-891a-4a16-ad46-d82d1423d1ef,gbif,2023-06-28T10:06:06.000Z,2023-06-28T10:06:06.000Z,Point,44.710647,-0.332959
Thomisus onustus,<a href="https://www.gbif.org/species/2166135" target="_blank">Voir sur GBIF</a>,43c63fcf-840d-4c9f-b2d9-d520ac99bbe2,gbif,2023-06-11T00:00:00.000Z,2023-06-11T00:00:00.000Z,Point,44.70615,-0.37854
Xanthogaleruca luteola,<a href="https://www.gbif.org/species/1047449" target="_blank">Voir sur GBIF</a>,246d5c9d-5b5b-4475-9a3c-19904b21486d,gbif,2023-06-04T00:00:00.000Z,2023-06-04T00:00:00.000Z,Point,44.7108,-0.37864
Ardea cinerea,<a href="https://www.gbif.org/species/9797180" target="_blank">Voir sur GBIF</a>,41f033e9-7bbf-48aa-b4f9-1c9085375f4e,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Milvus migrans,<a href="https://www.gbif.org/species/5229167" target="_blank">Voir sur GBIF</a>,7909f4be-2707-4fc9-9556-2293699843f0,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Cettia cetti,<a href="https://www.gbif.org/species/2493012" target="_blank">Voir sur GBIF</a>,b51e8c14-8e45-4557-99ec-6f8a6b99f85c,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Sylvia atricapilla,<a href="https://www.gbif.org/species/2492956" target="_blank">Voir sur GBIF</a>,c96913cf-df06-48ec-b82f-7448851858f9,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Fringilla coelebs,<a href="https://www.gbif.org/species/2494422" target="_blank">Voir sur GBIF</a>,2c24d2ce-adaf-4e3e-96db-fefde09c9068,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Carduelis carduelis,<a href="https://www.gbif.org/species/2494686" target="_blank">Voir sur GBIF</a>,a1fd0b99-6589-4ad2-91b7-bee84592cd6b,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Turdus merula,<a href="https://www.gbif.org/species/2490719" target="_blank">Voir sur GBIF</a>,ce4106b7-2c8f-4a73-b720-30887b4c96f7,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Phylloscopus collybita,<a href="https://www.gbif.org/species/2493091" target="_blank">Voir sur GBIF</a>,502d9897-1b64-43ae-8aad-a09420a6ba4d,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Cyanistes caeruleus,<a href="https://www.gbif.org/species/2487879" target="_blank">Voir sur GBIF</a>,a9326e72-e54d-4dca-a741-3282c0bce9ee,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Picus viridis,<a href="https://www.gbif.org/species/2478523" target="_blank">Voir sur GBIF</a>,543b8066-2700-4afa-9076-72c8aafe0ecc,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Columba palumbus,<a href="https://www.gbif.org/species/2495455" target="_blank">Voir sur GBIF</a>,906e5bf5-b5e4-4558-aebc-c533811eabd7,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Anas platyrhynchos,<a href="https://www.gbif.org/species/9761484" target="_blank">Voir sur GBIF</a>,ff86b457-abe4-4536-a8fe-01caf9537c3d,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Erithacus rubecula,<a href="https://www.gbif.org/species/2492462" target="_blank">Voir sur GBIF</a>,0a784337-9520-4aa4-8f42-440283c9e502,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Buteo buteo,<a href="https://www.gbif.org/species/2480537" target="_blank">Voir sur GBIF</a>,77110504-71bd-4a20-be85-fa4b9dbac19f,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Streptopelia turtur,<a href="https://www.gbif.org/species/2495708" target="_blank">Voir sur GBIF</a>,b78143a8-8685-4e76-9d42-9b4ac0ec5724,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Parus major,<a href="https://www.gbif.org/species/9705453" target="_blank">Voir sur GBIF</a>,0481816e-bfbd-4e64-a10c-730778bc37d4,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Corvus corone,<a href="https://www.gbif.org/species/9409796" target="_blank">Voir sur GBIF</a>,c2fcff9d-9667-4117-8ead-4a06281c60ee,gbif,2023-04-09T00:00:00.000Z,2023-04-09T00:00:00.000Z,Point,44.69974,-0.419572
Tichodroma muraria,<a href="https://www.gbif.org/species/2484918" target="_blank">Voir sur GBIF</a>,935a1433-50f3-4afa-b04e-673dc64c77d4,gbif,2023-03-25T00:00:00.000Z,2023-03-25T00:00:00.000Z,Point,44.69887,-0.3819
Regulus ignicapilla,<a href="https://www.gbif.org/species/6093527" target="_blank">Voir sur GBIF</a>,4c969096-10b5-4c31-aa2d-6bdbeb92e9ae,gbif,2023-03-04T15:05:00.000Z,2023-03-04T15:05:00.000Z,Point,44.699583,-0.382062
Phylloscopus collybita,<a href="https://www.gbif.org/species/2493091" target="_blank">Voir sur GBIF</a>,1830f30e-fa8f-45cd-91e8-93d7d7b05e56,gbif,2023-03-04T14:48:00.000Z,2023-03-04T14:48:00.000Z,Point,44.698998,-0.382698
Prunella modularis,<a href="https://www.gbif.org/species/5231763" target="_blank">Voir sur GBIF</a>,e914391f-3781-4e53-83cb-a316457243be,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Salamandra salamandra,<a href="https://www.gbif.org/species/2431776" target="_blank">Voir sur GBIF</a>,5b12f670-4286-4b38-8d4f-84d68ff6308d,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.72234,-0.34104
Erithacus rubecula,<a href="https://www.gbif.org/species/2492462" target="_blank">Voir sur GBIF</a>,3105ec77-491f-4b28-9ed5-5d3d640f5479,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Corvus corone,<a href="https://www.gbif.org/species/9409796" target="_blank">Voir sur GBIF</a>,fd07dae3-a05d-43ad-b662-c4ba1af1309d,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Pica pica,<a href="https://www.gbif.org/species/5229490" target="_blank">Voir sur GBIF</a>,b0e9d197-9392-4b3e-bf85-a61ee3a4b053,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Elanus caeruleus,<a href="https://www.gbif.org/species/2480372" target="_blank">Voir sur GBIF</a>,41e67d7e-a5c6-49af-ae62-f6a871f7c637,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.698467,-0.390257
Sturnus vulgaris,<a href="https://www.gbif.org/species/9809229" target="_blank">Voir sur GBIF</a>,409016b2-4708-4159-8ebe-7cd72a8b0228,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Ciconia ciconia,<a href="https://www.gbif.org/species/2481912" target="_blank">Voir sur GBIF</a>,ff6e6cf9-b8b6-43cc-9cf7-ff6e7ce82646,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Aegithalos caudatus,<a href="https://www.gbif.org/species/2495000" target="_blank">Voir sur GBIF</a>,09b93fe0-7964-4ffc-a69e-b0ee43adbe64,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Fringilla coelebs,<a href="https://www.gbif.org/species/2494422" target="_blank">Voir sur GBIF</a>,318b47d9-170e-434c-b114-b89bc4560d6c,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Cyanistes caeruleus,<a href="https://www.gbif.org/species/2487879" target="_blank">Voir sur GBIF</a>,089250a0-e6e0-45a9-8020-27a7529b24ac,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Parus major,<a href="https://www.gbif.org/species/9705453" target="_blank">Voir sur GBIF</a>,5b0a68fb-f007-4902-a2d0-fae9f46d9048,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Columba palumbus,<a href="https://www.gbif.org/species/2495455" target="_blank">Voir sur GBIF</a>,6edda568-bbd1-460d-9e9d-037853656859,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Pica pica,<a href="https://www.gbif.org/species/5229490" target="_blank">Voir sur GBIF</a>,b0e9d197-9392-4b3e-bf85-a61ee3a4b053,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Sturnus vulgaris,<a href="https://www.gbif.org/species/9809229" target="_blank">Voir sur GBIF</a>,409016b2-4708-4159-8ebe-7cd72a8b0228,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Cyanistes caeruleus,<a href="https://www.gbif.org/species/2487879" target="_blank">Voir sur GBIF</a>,089250a0-e6e0-45a9-8020-27a7529b24ac,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Turdus merula,<a href="https://www.gbif.org/species/2490719" target="_blank">Voir sur GBIF</a>,5cd20b2c-d361-4ff0-abeb-1e5229ce337f,gbif,2023-01-14T00:00:00.000Z,2023-01-14T00:00:00.000Z,Point,44.699112,-0.381796
Iris foetidissima,<a href="https://www.gbif.org/species/5298765" target="_blank">Voir sur GBIF</a>,cff52dbd-1f22-48b6-90bf-da2025c5dfc7,gbif,2022-11-13T13:35:29.994Z,2022-11-13T13:35:29.994Z,Point,44.73589,-0.372391
Rhaphiolepis bibas,<a href="https://www.gbif.org/species/10786206" target="_blank">Voir sur GBIF</a>,b8404ffc-4e96-4f95-a7c4-fa8e809840ad,gbif,2022-11-12T09:55:10.776Z,2022-11-12T09:55:10.776Z,Point,44.719518,-0.382743
Ruscus aculeatus,<a href="https://www.gbif.org/species/2769766" target="_blank">Voir sur GBIF</a>,cb35661d-444d-4d2c-a91a-9311abf5e57e,gbif,2022-11-12T09:54:16.331Z,2022-11-12T09:54:16.331Z,Point,44.714172,-0.382106
Ruscus aculeatus,<a href="https://www.gbif.org/species/2769766" target="_blank">Voir sur GBIF</a>,03effe82-32ad-4752-b82c-28eb3c9f48b7,gbif,2022-11-11T14:35:09.800Z,2022-11-11T14:35:09.800Z,Point,44.714009,-0.383943
Populus tremula,<a href="https://www.gbif.org/species/3040249" target="_blank">Voir sur GBIF</a>,199e8c57-5e34-4380-b48a-bcaf22bbd919,gbif,2022-10-26T15:58:36.496Z,2022-10-26T15:58:36.496Z,Point,44.715942,-0.380275
